Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1025","Skins, goat, fresh","2010","2010","Head","470613323","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1025","Skins, goat, fresh","2011","2011","Head","471356231","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1025","Skins, goat, fresh","2012","2012","Head","491996437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1025","Skins, goat, fresh","2013","2013","Head","499129437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1961","1961","Head","337591786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1962","1962","Head","346413791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1963","1963","Head","347280695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1964","1964","Head","348707273","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1965","1965","Head","344666410","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1966","1966","Head","349267267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1967","1967","Head","361232563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1968","1968","Head","372840617","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1969","1969","Head","375531135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1970","1970","Head","382260784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1971","1971","Head","385699583","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1972","1972","Head","388851522","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1973","1973","Head","377063033","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1974","1974","Head","364339917","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1975","1975","Head","380125793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1976","1976","Head","378174993","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1977","1977","Head","380923792","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1978","1978","Head","383878346","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1979","1979","Head","379623524","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1980","1980","Head","401122306","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1981","1981","Head","418795415","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1982","1982","Head","422275309","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1983","1983","Head","433237793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1984","1984","Head","432690190","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1985","1985","Head","441167464","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1986","1986","Head","438529959","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1987","1987","Head","447725276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1988","1988","Head","454597556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1989","1989","Head","468142549","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1990","1990","Head","464364240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1991","1991","Head","423456588","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1992","1992","Head","475245993","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1993","1993","Head","475079413","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1994","1994","Head","483231277","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1995","1995","Head","491454636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1996","1996","Head","473362564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1997","1997","Head","478684675","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1998","1998","Head","485861457","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","1999","1999","Head","490090886","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2000","2000","Head","504164616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2001","2001","Head","503007095","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2002","2002","Head","506000536","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2003","2003","Head","511374527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2004","2004","Head","510726233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2005","2005","Head","524918436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2006","2006","Head","541828645","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2007","2007","Head","552340407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2008","2008","Head","546942831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2009","2009","Head","539280868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2010","2010","Head","533411649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2011","2011","Head","533450661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2012","2012","Head","542405843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2013","2013","Head","553639909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1961","1961","Head","259516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1962","1962","Head","266200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1963","1963","Head","269629","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1964","1964","Head","274078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1965","1965","Head","274452","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1966","1966","Head","281768","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1967","1967","Head","276595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1968","1968","Head","306837","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1969","1969","Head","300279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1970","1970","Head","332679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1971","1971","Head","341701","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1972","1972","Head","367820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1973","1973","Head","323305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1974","1974","Head","258405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1975","1975","Head","298754","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1976","1976","Head","315266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1977","1977","Head","302454","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1978","1978","Head","304676","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1979","1979","Head","289103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1980","1980","Head","312827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1981","1981","Head","338619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1982","1982","Head","321429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1983","1983","Head","334690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1984","1984","Head","315796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1985","1985","Head","340521","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1986","1986","Head","377331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1987","1987","Head","379465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1988","1988","Head","374505","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1989","1989","Head","378913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1990","1990","Head","484205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1991","1991","Head","539451","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1992","1992","Head","606344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1993","1993","Head","593857","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1994","1994","Head","587150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1995","1995","Head","604840","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1996","1996","Head","568719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1997","1997","Head","522862","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1998","1998","Head","559806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","1999","1999","Head","551550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2000","2000","Head","604643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2001","2001","Head","612195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2002","2002","Head","622603","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2003","2003","Head","598208","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2004","2004","Head","626598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2005","2005","Head","609050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2006","2006","Head","600967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2007","2007","Head","719536","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2008","2008","Head","653251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2009","2009","Head","712509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2010","2010","Head","650854","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2011","2011","Head","560778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2012","2012","Head","4223654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","999","Skins, sheep, with wool","2013","2013","Head","4372152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1961","1961","Head","180700430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1962","1962","Head","192295024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1963","1963","Head","202010951","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1964","1964","Head","200192259","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1965","1965","Head","200184152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1966","1966","Head","205419077","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1967","1967","Head","213560186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1968","1968","Head","220304388","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1969","1969","Head","221105998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1970","1970","Head","220137951","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1971","1971","Head","214284166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1972","1972","Head","214056236","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1973","1973","Head","214322428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1974","1974","Head","227655042","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1975","1975","Head","243717820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1976","1976","Head","254297067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1977","1977","Head","255057076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1978","1978","Head","256651008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1979","1979","Head","248774573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1980","1980","Head","246927394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1981","1981","Head","249424593","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1982","1982","Head","251614525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1983","1983","Head","253863101","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1984","1984","Head","260031899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1985","1985","Head","261093073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1986","1986","Head","268335635","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1987","1987","Head","265482647","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1988","1988","Head","265711761","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1989","1989","Head","265845578","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1990","1990","Head","270581774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1991","1991","Head","272413733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1992","1992","Head","270782619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1993","1993","Head","271986387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1994","1994","Head","275757670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1995","1995","Head","278038565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1996","1996","Head","278460186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1997","1997","Head","286887259","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1998","1998","Head","288506603","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","1999","1999","Head","290748521","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2000","2000","Head","292422908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2001","2001","Head","287468311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2002","2002","Head","293108190","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2003","2003","Head","296977955","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2004","2004","Head","301901191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2005","2005","Head","304656455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2006","2006","Head","310737694","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QL","Livestock Primary","5000","World","5320","Producing Animals/Slaughtered","1806","Beef and Buffalo Meat","2007","2007","Head","316711854","A","Aggregate, may include official, semi-official, estimated or calculated data"
